file,url,indexing,next_action
"services.india.personal-use.tsx","/services/india/personal-use","indexable","Dedicated service intent covering individual personal-use imports rather than commercial distribution. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.india.predicate-devices.tsx","/services/india/predicate-devices","indexable","Dedicated service intent covering MD-14/15 import dossier preparation. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.iso-13485.tsx","/services/iso-13485","indexable","Maintain existing indexable landing page"
"services.manufacturing.tsx","/services/manufacturing","indexable","Maintain existing indexable landing page"
"services.market-access.tsx","/services/market-access","indexable","Maintain existing indexable landing page"
"services.mdsap.audit-documentation.tsx","/services/mdsap/audit-documentation","indexable","Dedicated service intent covering retrievable, controlled MDSAP operating records. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.mdsap.capa-remediation.tsx","/services/mdsap/capa-remediation","indexable","Dedicated service intent covering MDSAP findings, root causes and effectiveness evidence. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.mdsap.complaint-vigilance.tsx","/services/mdsap/complaint-vigilance","indexable","Dedicated service intent covering MDSAP complaint trails and jurisdiction-specific reporting. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.mdsap.design-controls.tsx","/services/mdsap/design-controls","indexable","Dedicated service intent covering MDSAP design-input-to-transfer evidence. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.mdsap.gap-assessment.tsx","/services/mdsap/gap-assessment","indexable","Dedicated service intent covering MDSAP implementation gaps and prioritised remediation. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.mdsap.index.tsx","/services/mdsap","indexable","Maintain existing indexable landing page"
"services.mdsap.jurisdiction-readiness.tsx","/services/mdsap/jurisdiction-readiness","indexable","Dedicated service intent covering MDSAP country requirements embedded into QMS processes. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.mdsap.mock-audits.tsx","/services/mdsap/mock-audits","indexable","Dedicated service intent covering MDSAP audit simulation and evidence sampling. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.mdsap.post-certification.tsx","/services/mdsap/post-certification","indexable","Dedicated service intent covering MDSAP surveillance, scope changes and ongoing readiness. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.mdsap.process-readiness.tsx","/services/mdsap/process-readiness","indexable","Dedicated service intent covering MDSAP process handoffs and trace exercises. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.mdsap.production-supplier-validation.tsx","/services/mdsap/production-supplier-validation","indexable","Dedicated service intent covering production validation and outsourced supplier control. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.mdsap.qms-alignment.tsx","/services/mdsap/qms-alignment","indexable","Dedicated service intent covering ISO 13485 to MDSAP process integration. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.mdsap.strategy-scope.tsx","/services/mdsap/strategy-scope","indexable","Dedicated service intent covering MDSAP sites, product families and audit boundaries. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.new-zealand.change-management.tsx","/services/new-zealand/change-management","indexable","Dedicated service intent covering change triggers, regulatory impact and lifecycle record updates. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.new-zealand.classification.tsx","/services/new-zealand/classification","indexable","Dedicated service intent covering qualification, risk-class reasoning and its effect on the submission route. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.new-zealand.index.tsx","/services/new-zealand","indexable","Maintain existing indexable landing page"
"services.new-zealand.ivd.tsx","/services/new-zealand/ivd","indexable","Dedicated service intent covering diagnostic intended use, performance evidence and the local IVD pathway. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.new-zealand.labeling.tsx","/services/new-zealand/labeling","indexable","Dedicated service intent covering local labelling, identifiers and consistency with the authorised device. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.new-zealand.medsafe-queries.tsx","/services/new-zealand/medsafe-queries","indexable","Dedicated service intent covering Medsafe safety inquiries and evidence responses. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.new-zealand.post-market.tsx","/services/new-zealand/post-market","indexable","Dedicated service intent covering complaint assessment, reporting and field-action responsibilities. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.new-zealand.qms-compliance.tsx","/services/new-zealand/qms-compliance","indexable","Dedicated service intent covering New Zealand sponsor records and operational controls. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.new-zealand.software.tsx","/services/new-zealand/software","indexable","Dedicated service intent covering medical software qualification, lifecycle evidence and change controls. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.new-zealand.sponsor.tsx","/services/new-zealand/sponsor","indexable","Dedicated service intent covering New Zealand sponsor responsibilities and WAND governance. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.new-zealand.supply-chain.tsx","/services/new-zealand/supply-chain","indexable","Dedicated service intent covering importer/distributor responsibilities, traceability and complaint routing. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.new-zealand.technical-documentation.tsx","/services/new-zealand/technical-documentation","indexable","Dedicated service intent covering technical dossier scope and traceable supporting evidence. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.new-zealand.testing-strategy.tsx","/services/new-zealand/testing-strategy","indexable","Dedicated service intent covering test planning, configurations and regulatory usability of reports. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.new-zealand.wand-notification.tsx","/services/new-zealand/wand-notification","indexable","Dedicated service intent covering WAND notification, data accuracy and limits of notification. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.pc-pndt-certificate.tsx","/services/pc-pndt-certificate","indexable","Maintain existing indexable landing page"
"services.regulatory-affairs.tsx","/services/regulatory-affairs","indexable","Maintain existing indexable landing page"
"services.regulatory-due-diligence.tsx","/services/regulatory-due-diligence","indexable","Maintain existing indexable landing page"
"services.saudi-arabia.authorized-representative.tsx","/services/saudi-arabia/authorized-representative","indexable","Dedicated service intent covering Saudi representation and ongoing regulatory governance. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.saudi-arabia.change-management.tsx","/services/saudi-arabia/change-management","indexable","Dedicated service intent covering change triggers, regulatory impact and lifecycle record updates. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.saudi-arabia.classification.tsx","/services/saudi-arabia/classification","indexable","Dedicated service intent covering qualification, risk-class reasoning and its effect on the submission route. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.saudi-arabia.establishment-licensing.tsx","/services/saudi-arabia/establishment-licensing","indexable","Dedicated service intent covering Saudi establishment activities distinct from product authorisation. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.saudi-arabia.index.tsx","/services/saudi-arabia","indexable","Maintain existing indexable landing page"
"services.saudi-arabia.inspection.tsx","/services/saudi-arabia/inspection","indexable","Dedicated service intent covering inspection preparation using operating records and corrective actions. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.saudi-arabia.ivd.tsx","/services/saudi-arabia/ivd","indexable","Dedicated service intent covering diagnostic intended use, performance evidence and the local IVD pathway. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.saudi-arabia.labeling.tsx","/services/saudi-arabia/labeling","indexable","Dedicated service intent covering local labelling, identifiers and consistency with the authorised device. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.saudi-arabia.mdma.tsx","/services/saudi-arabia/mdma","indexable","Dedicated service intent covering Saudi device authorisation and its technical evidence package. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.saudi-arabia.post-market.tsx","/services/saudi-arabia/post-market","indexable","Dedicated service intent covering complaint assessment, reporting and field-action responsibilities. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.saudi-arabia.sfda-queries.tsx","/services/saudi-arabia/sfda-queries","indexable","Dedicated service intent covering SFDA deficiency diagnosis and evidence-based responses. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.saudi-arabia.software.tsx","/services/saudi-arabia/software","indexable","Dedicated service intent covering medical software qualification, lifecycle evidence and change controls. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.saudi-arabia.technical-documentation.tsx","/services/saudi-arabia/technical-documentation","indexable","Dedicated service intent covering technical dossier scope and traceable supporting evidence. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.saudi-arabia.testing-strategy.tsx","/services/saudi-arabia/testing-strategy","indexable","Dedicated service intent covering test planning, configurations and regulatory usability of reports. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.technical-documentation.tsx","/services/technical-documentation","indexable","Dedicated service intent covering technical dossier scope and traceable supporting evidence. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.uae.change-management.tsx","/services/uae/change-management","noindex","Still describes MOHAP as the current medical-device submission/regulatory interface. EDE now operates relevant services; update the change management guidance and authority references before indexing."
"services.uae.classification.tsx","/services/uae/classification","noindex","Still describes MOHAP as the current medical-device submission/regulatory interface. EDE now operates relevant services; update the classification guidance and authority references before indexing."
"services.uae.ecas.tsx","/services/uae/ecas","noindex","Still describes MOHAP as the current medical-device submission/regulatory interface. EDE now operates relevant services; update the ecas guidance and authority references before indexing."
"services.uae.index.tsx","/services/uae","indexable","Maintain existing indexable landing page"
"services.uae.ivd.tsx","/services/uae/ivd","noindex","Still describes MOHAP as the current medical-device submission/regulatory interface. EDE now operates relevant services; update the ivd guidance and authority references before indexing."
"services.uae.labeling.tsx","/services/uae/labeling","noindex","Still describes MOHAP as the current medical-device submission/regulatory interface. EDE now operates relevant services; update the labeling guidance and authority references before indexing."
"services.uae.local-applicant.tsx","/services/uae/local-applicant","noindex","Still describes MOHAP as the current medical-device submission/regulatory interface. EDE now operates relevant services; update the local applicant guidance and authority references before indexing."
"services.uae.mohap-queries.tsx","/services/uae/mohap-queries","noindex","Still describes MOHAP as the current medical-device submission/regulatory interface. EDE now operates relevant services; update the mohap queries guidance and authority references before indexing."
"services.uae.mohap-registration.tsx","/services/uae/mohap-registration","noindex","Still describes MOHAP as the current medical-device submission/regulatory interface. EDE now operates relevant services; update the mohap registration guidance and authority references before indexing."
"services.uae.post-market.tsx","/services/uae/post-market","noindex","Still describes MOHAP as the current medical-device submission/regulatory interface. EDE now operates relevant services; update the post market guidance and authority references before indexing."
"services.uae.qms-inspection.tsx","/services/uae/qms-inspection","noindex","Still describes MOHAP as the current medical-device submission/regulatory interface. EDE now operates relevant services; update the qms inspection guidance and authority references before indexing."
"services.uae.software.tsx","/services/uae/software","noindex","Still describes MOHAP as the current medical-device submission/regulatory interface. EDE now operates relevant services; update the software guidance and authority references before indexing."
"services.uae.supply-chain.tsx","/services/uae/supply-chain","noindex","Still describes MOHAP as the current medical-device submission/regulatory interface. EDE now operates relevant services; update the supply chain guidance and authority references before indexing."
"services.uae.technical-documentation.tsx","/services/uae/technical-documentation","noindex","Still describes MOHAP as the current medical-device submission/regulatory interface. EDE now operates relevant services; update the technical documentation guidance and authority references before indexing."
"services.uae.testing-strategy.tsx","/services/uae/testing-strategy","noindex","Still describes MOHAP as the current medical-device submission/regulatory interface. EDE now operates relevant services; update the testing strategy guidance and authority references before indexing."
"services.uk.audit-readiness.tsx","/services/uk/audit-readiness","indexable","Dedicated service intent covering UK Approved Body assessment and findings preparation. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.uk.conformity-assurance.tsx","/services/uk/conformity-assurance","indexable","Dedicated service intent covering CE recognition versus UKCA pathway planning. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.uk.dors-registration.tsx","/services/uk/dors-registration","noindex","Brief DORS pointer duplicates the purpose of the full MHRA registration service."
"services.uk.index.tsx","/services/uk","indexable","Maintain existing indexable landing page"
"services.uk.labeling.tsx","/services/uk/labeling","noindex","Five broad artwork bullets and a pointer to technical-file review; needs route-specific labelling detail and examples."
"services.uk.mhra-liaison.tsx","/services/uk/mhra-liaison","noindex","Brief liaison pointer directs users to full UKRP representation; no independent service explanation."
"services.uk.mhra-registration.tsx","/services/uk/mhra-registration","indexable","Dedicated service intent covering MHRA device registration, data consistency and maintenance. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.uk.pms.tsx","/services/uk/pms","indexable","Dedicated service intent covering post-market evidence, complaints, reporting and periodic updates. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.uk.qms.tsx","/services/uk/qms","noindex","Short ISO/QMS list and a link to audit readiness; needs implementation process and distinct deliverables."
"services.uk.regulatory-writing.tsx","/services/uk/regulatory-writing","noindex","Short list of documents and a technical-file pointer; needs a distinct authoring process and scope."
"services.uk.technical-file.tsx","/services/uk/technical-file","indexable","Dedicated service intent covering technical file scope and evidence-gap assessment. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.uk.ukrp.tsx","/services/uk/ukrp","indexable","Maintain existing indexable landing page"
"services.uk.vigilance.tsx","/services/uk/vigilance","indexable","Dedicated service intent covering UK incident reporting and field safety corrective actions. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.usa.510k.tsx","/services/usa/510k","indexable","Maintain existing indexable landing page"
"services.usa.513g.tsx","/services/usa/513g","noindex","Generic template does not explain the 513(g) request, inputs or limitations."
"services.usa.agent-service.tsx","/services/usa/agent-service","indexable","Maintain existing indexable landing page"
"services.usa.classification.tsx","/services/usa/classification","indexable","Dedicated service intent covering qualification, risk-class reasoning and its effect on the submission route. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.usa.de-novo.tsx","/services/usa/de-novo","indexable","Dedicated service intent covering novel-device route selection and De Novo evidence planning. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.usa.deficiency-response.tsx","/services/usa/deficiency-response","indexable","Dedicated service intent covering reviewer-question analysis, evidence remediation and response matrices. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.usa.e-star.tsx","/services/usa/e-star","indexable","Dedicated service intent covering eSTAR compilation and cross-section dossier consistency. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.usa.establishment-registration.tsx","/services/usa/establishment-registration","indexable","Dedicated service intent covering FDA establishment registration and listing rather than premarket authorisation. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.usa.global-market-access.tsx","/services/usa/global-market-access","indexable","Dedicated service intent covering multi-market evidence reuse and sequencing. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.usa.index.tsx","/services/usa","indexable","Maintain existing indexable landing page"
"services.usa.pma.tsx","/services/usa/pma","noindex","Shares approximately 78% of shorter-page eight-word sequences with De Novo and repeats Class I/II De Novo eligibility on the PMA page; needs a dedicated PMA rewrite."
"services.usa.post-clearance-lifecycle.tsx","/services/usa/post-clearance-lifecycle","indexable","Dedicated service intent covering FDA change assessment after clearance. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.usa.predicate-strategy.tsx","/services/usa/predicate-strategy","indexable","Dedicated service intent covering FDA predicate suitability and substantial-equivalence evidence. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.usa.q-submission.tsx","/services/usa/q-submission","indexable","Dedicated service intent covering focused FDA Pre-Submission questions and briefing preparation. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.usa.qmsr-inspection.tsx","/services/usa/qmsr-inspection","indexable","Dedicated service intent covering FDA inspection readiness and linked QMS records. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.usa.rfd-pre-rfd.tsx","/services/usa/rfd-pre-rfd","noindex","Generic template lacks RFD versus Pre-RFD jurisdiction detail."
"services.usa.testing-strategy.tsx","/services/usa/testing-strategy","indexable","Dedicated service intent covering test planning, configurations and regulatory usability of reports. The body provides relevant scope or deliverables; country-hub summaries and shared layout do not by themselves justify exclusion."
"services.usa.udi-gudid.tsx","/services/usa/udi-gudid","noindex","Generic template lacks UDI applicability, identifiers or GUDID workflow."
"services.wpc-wireless-medical-devices.tsx","/services/wpc-wireless-medical-devices","indexable","Maintain existing indexable landing page"
